upi_length,entropy,num_digits,seen_before,report_count,amount_ratio,first_time_user,label
10,1.0,0,1,0,1.803,0,0
10,1.0,0,1,0,0.727,0,0
12,1.0,3,1,0,0.851,1,0
21,0.9398,3,1,0,0.567,0,0
11,1.0,3,1,0,0.566,0,0
23,0.7877,5,1,0,2.06,0,0
14,0.8982,0,1,1,0.522,1,0
10,1.0,0,1,0,0.909,0,0
9,1.0,0,0,0,1.04,0,0
9,0.8277,0,1,0,0.62,1,0
17,0.907,2,0,5,5.419,1,1
17,0.9584,4,1,0,0.4991,0,0
13,1.0,3,1,0,1.207,1,0
23,0.8165,3,0,1,2.727,1,1
9,1.0,0,1,0,0.926,0,0
10,0.871,0,1,0,0.521,0,0
20,0.925,5,1,0,0.3677,0,0
15,0.9299,3,1,0,0.908,0,0
13,1.0,3,1,1,0.658,1,0
19,0.9474,8,0,0,5.084,1,1
9,1.0,0,1,0,0.296,1,0
16,0.8423,8,0,1,1.83,1,1
13,1.0,0,0,0,1.345,1,0
11,0.8277,0,0,0,0.715,0,0
18,0.925,4,1,0,0.8544,0,0
13,0.9299,3,1,0,1.283,0,0
18,0.8949,8,0,1,2.431,1,1
19,0.8225,8,1,2,12.223,1,1
23,0.9201,5,0,1,6.301,1,1
15,1.0,3,0,0,0.832,0,0
16,0.9474,5,0,0,9.046,1,1
16,0.6648,8,0,2,3.435,1,1
17,0.8423,8,0,2,0.872,1,1
14,1.0,0,1,0,0.725,1,0
31,0.8792,4,0,28,11.4381,1,1
24,0.9137,5,1,0,1.09,1,0
23,0.8172,5,1,0,1.8041,0,0
16,0.9474,3,0,5,1.794,1,1
20,0.832,5,0,0,0.563,0,0
11,0.8277,0,0,0,1.222,0,0
16,0.8949,8,0,3,2.431,0,1
18,0.9398,3,0,0,0.367,1,0
20,0.8225,8,0,3,3.26,1,1
32,0.831,1,0,46,10.4983,1,1
16,0.7699,8,0,3,2.623,1,1
17,0.9299,3,1,0,0.538,0,0
10,0.871,0,1,0,1.305,0,0
12,0.9167,3,1,0,0.961,0,0
12,1.0,0,0,0,0.718,0,0
19,1.0,3,1,0,0.743,1,0
10,0.871,0,0,0,1.228,0,0
10,0.871,0,1,0,0.861,1,0
15,0.8796,4,0,0,6.652,1,1
14,1.0,3,0,0,1.104,0,0
24,0.8668,5,1,0,1.1005,0,0
24,0.8062,5,1,0,1.2087,0,0
23,0.7301,5,1,0,1.1873,0,0
13,1.0,3,1,1,0.723,0,0
14,0.9167,3,1,1,1.014,0,0
19,0.9167,2,1,0,1.357,0,0
11,1.0,0,0,0,0.769,0,0
20,0.8733,5,1,0,1.8817,0,0
8,1.0,0,1,0,1.628,1,0
26,0.8293,5,0,0,2.108,0,0
19,0.8976,5,1,0,0.958,0,0
17,0.9299,3,0,0,0.355,0,0
19,0.8949,8,0,2,5.913,1,1
18,0.9474,8,0,2,10.225,0,1
11,1.0,0,1,0,0.956,1,0
11,1.0,0,1,0,0.865,1,0
19,0.7372,8,0,6,6.991,1,1
15,0.8796,2,0,7,3.604,1,1
17,0.9474,8,1,1,4.229,1,1
35,0.8473,2,0,10,13.3719,1,1
16,0.8225,8,0,3,4.315,1,1
22,0.8632,5,1,0,0.9936,0,0
13,1.0,0,1,0,2.061,0,0
11,1.0,0,1,0,1.281,0,0
22,0.9317,6,1,0,6.227,1,1
16,0.8949,8,0,1,3.768,1,1
19,0.925,4,0,4,11.189,0,1
12,1.0,3,1,0,1.821,0,0
21,0.9688,5,0,4,6.102,1,1
9,1.0,0,1,0,1.642,0,0
10,1.0,0,1,0,0.693,1,0
16,0.8225,8,0,2,3.033,1,1
12,1.0,3,0,0,0.678,0,0
24,0.7602,5,1,0,1.5217,0,0
14,1.0,3,1,0,0.571,1,0
13,1.0,0,1,0,1.54,0,0
14,0.871,0,1,0,1.391,1,0
21,0.9625,4,0,3,3.465,1,1
15,0.8982,0,1,0,0.777,0,0
20,0.8632,5,1,0,1.4472,0,0
13,0.871,0,1,0,0.945,0,0
16,0.8225,8,0,3,9.068,1,1
13,1.0,0,0,0,0.746,0,0
26,0.8934,4,0,0,6.71,0,1
14,1.0,3,1,0,0.93,1,0
17,0.8423,8,1,0,2.006,1,1
13,0.8598,3,1,0,1.1,0,0
13,0.9299,3,1,0,0.538,0,0
14,0.9398,3,1,0,1.607,0,0
11,0.8982,0,1,0,0.837,1,0
21,0.8596,5,0,2,2.285,1,1
16,0.8225,1,1,3,8.87,1,1
9,1.0,0,1,0,1.031,0,0
14,1.0,3,1,1,0.676,0,0
14,1.0,3,1,0,0.795,1,0
23,0.7301,5,0,0,2.219,0,0
13,1.0,3,0,0,1.461,0,0
9,1.0,0,1,0,0.895,0,0
17,0.8225,8,1,1,2.678,0,1
20,0.8225,8,1,0,7.738,1,1
15,0.8598,3,1,0,0.699,1,0
11,0.8982,0,0,0,0.868,0,0
20,0.9062,5,1,0,1.2455,0,0
18,0.875,8,0,4,2.03,1,1
11,1.0,0,1,0,0.622,0,0
19,1.0,3,1,0,0.646,0,0
12,1.0,3,0,0,1.054,0,0
14,0.9299,3,1,0,1.296,1,0
12,1.0,3,1,0,0.51,0,0
24,0.8567,4,1,0,0.9234,0,0
15,1.0,3,1,0,0.994,0,0
13,0.8598,3,0,0,0.651,0,0
11,1.0,0,1,0,0.592,0,0
15,1.0,3,1,0,0.677,0,0
18,0.8949,8,1,4,4.293,1,1
12,1.0,3,0,0,1.145,0,0
19,0.7699,8,0,4,4.341,1,1
26,0.8524,5,1,0,1.2045,0,0
22,0.8668,5,1,0,0.7248,0,0
12,1.0,3,1,0,1.451,0,0
18,0.8982,0,0,1,0.692,0,0
20,0.8632,5,1,0,1.3976,0,0
9,1.0,0,0,0,1.853,0,0
20,0.8506,7,0,2,1.572,1,1
14,1.0,2,1,0,0.756,0,0
17,0.8949,8,0,2,7.881,1,1
12,0.8277,0,1,0,1.1,0,0
19,0.8423,8,0,1,2.534,1,1
17,0.8949,8,1,0,9.902,1,1
17,0.8949,8,0,2,5.645,1,1
18,0.8423,8,1,6,1.351,1,1
18,0.907,4,0,6,2.15,1,1
12,0.8333,3,1,0,0.8,0,0
17,1.0,3,1,3,1.257,1,1
21,0.7841,7,0,5,8.602,1,1
8,1.0,0,1,2,1.765,1,0
23,0.8164,5,1,0,0.3448,0,0
15,0.9299,2,1,0,1.595,0,0
14,0.9167,3,1,0,1.94,0,0
12,1.0,3,1,0,0.794,0,0
11,0.8277,0,1,1,1.462,0,0
10,0.871,0,1,0,0.603,0,0
25,0.9424,6,0,2,5.134,1,1
9,0.8277,0,1,0,1.69,0,0
20,1.0,3,0,0,0.539,0,0
13,1.0,3,1,0,1.501,0,0
16,1.0,0,1,0,1.587,1,0
20,0.9317,5,0,4,9.719,1,1
11,0.8277,0,0,0,0.939,0,0
19,1.0,5,1,0,1.3791,0,0
22,0.9375,5,1,0,1.3441,0,0
22,0.9028,6,0,1,3.81,1,1
16,0.8949,8,0,3,5.03,0,1
15,0.8982,0,1,0,1.688,0,0
21,0.875,1,1,6,7.869,1,1
10,1.0,0,1,0,1.399,1,0
11,1.0,0,1,0,1.166,0,0
14,0.8796,3,1,0,1.538,0,0
11,1.0,2,0,0,0.706,0,0
19,0.8949,8,1,3,2.561,1,1
9,1.0,0,1,0,1.787,0,0
15,1.0,0,0,0,2.048,0,0
12,0.9167,3,1,0,1.276,1,0
17,0.8949,8,0,7,2.684,1,1
10,0.871,0,1,0,3.225,0,0
19,0.8423,8,0,3,5.979,1,1
15,0.9398,2,1,5,2.946,1,1
14,1.0,3,0,0,0.777,1,0
35,0.8101,1,0,57,8.826,1,1
9,1.0,0,1,0,1.044,0,0
12,1.0,0,0,0,0.926,0,0
14,1.0,3,1,0,1.448,0,0
10,1.0,1,1,0,0.951,0,0
14,1.0,3,1,0,1.553,1,0
10,0.8277,0,0,0,0.657,1,0
11,0.871,0,0,0,0.897,0,0
12,0.9167,3,1,0,1.149,0,0
17,0.8225,8,0,3,4.428,1,1
26,0.8293,5,1,0,1.2396,0,0
22,0.9375,5,1,0,0.777,0,0
13,0.9299,3,0,0,0.265,0,0
12,1.0,3,1,1,1.316,0,0
18,0.9625,5,1,0,2.0326,0,0
14,0.9398,3,1,1,0.992,1,0
17,0.7965,5,0,1,4.982,1,1
16,0.8423,8,0,1,7.669,1,1
12,1.0,3,1,0,2.377,0,0
18,0.8949,8,0,3,3.027,1,1
15,0.8598,3,1,0,0.838,0,0
9,1.0,0,1,1,1.093,0,0
9,1.0,0,1,0,1.001,0,0
19,0.8949,8,0,4,12.864,1,1
10,1.0,0,0,1,1.137,0,0
20,0.8874,5,1,0,1.114,0,0
34,0.8695,1,0,20,7.17,1,1
13,0.8982,2,1,0,1.288,1,0
20,0.925,5,1,0,0.647,0,0
16,0.8949,8,0,2,3.751,1,1
12,1.0,3,0,0,0.942,0,0
22,0.9375,5,1,0,1.014,1,0
17,1.0,0,0,0,1.075,0,0
21,0.925,5,0,0,0.379,1,0
19,0.9167,3,0,0,0.72,0,0
16,0.9474,8,0,2,9.92,1,1
21,0.8976,4,0,3,5.301,1,1
22,0.9584,6,0,4,1.38,1,1
9,0.8277,0,1,0,0.713,0,0
18,1.0,3,0,0,10.838,1,1
24,0.9467,6,0,2,1.255,1,1
18,0.9398,3,1,0,1.657,1,0
12,1.0,0,1,0,2.258,1,0
24,0.9317,1,0,4,4.327,1,1
20,0.8225,8,1,4,3.355,1,1
12,0.8277,0,1,0,0.819,0,0
9,1.0,0,0,1,0.857,0,0
35,0.8278,1,1,45,12.802,1,1
13,0.9299,3,1,0,1.222,1,0
15,0.9398,4,0,4,13.107,0,1
9,1.0,0,1,0,0.5,0,0
9,1.0,0,1,0,0.977,1,0
13,1.0,3,1,0,1.102,0,0
19,0.9167,3,0,1,1.765,1,0
20,0.7898,8,0,1,1.34,1,1
23,0.8849,5,1,0,1.454,0,0
20,0.9584,5,1,0,0.1815,0,0
14,1.0,3,1,0,0.672,0,0
13,1.0,3,1,0,0.958,1,0
21,0.8632,6,0,3,1.505,0,1
12,1.0,2,1,0,0.725,0,0
22,1.0,6,0,1,4.117,1,1
13,0.9299,3,1,0,0.608,0,0
12,0.8982,0,1,0,0.882,0,0
12,1.0,0,1,0,1.775,1,0
10,1.0,0,1,0,0.988,1,0
17,0.9398,4,0,1,1.059,1,1
13,1.0,0,1,1,1.306,0,0
13,0.8982,0,1,0,1.198,1,0
13,1.0,0,1,0,4.67,0,0
17,0.7699,8,0,3,4.025,0,1
14,0.9398,3,1,0,0.985,0,0
18,0.8949,8,1,4,2.57,0,1
26,0.8834,3,0,3,2.25,1,1
18,0.8124,5,1,0,2.016,0,0
12,1.0,3,1,0,0.719,1,0
9,1.0,0,1,0,0.784,0,0
19,0.9167,3,1,1,1.255,1,0
19,0.925,4,0,1,6.813,0,1
36,0.7983,1,0,58,21.3588,1,1
9,1.0,0,1,0,0.51,1,0
19,0.8333,3,1,1,1.361,1,0
16,0.8949,8,0,3,0.917,1,1
20,0.8632,5,1,0,0.736,0,0
11,1.0,0,1,1,0.84,0,0
12,0.8277,0,1,0,0.948,0,0
16,1.0,3,1,0,0.793,0,0
11,1.0,0,1,1,0.575,1,0
10,1.0,0,1,0,1.439,1,0
13,0.8982,0,0,0,0.737,1,0
13,1.0,3,1,0,1.74,0,0
13,1.0,3,1,0,1.058,0,0
36,0.808,2,0,16,9.6937,1,1
20,0.7699,8,0,2,2.649,1,1
13,0.9299,3,0,1,1.9,1,0
17,0.8225,8,1,1,1.94,1,1
14,1.0,3,1,0,0.909,0,0
22,0.8874,6,0,1,4.393,1,1
20,0.8499,5,1,0,0.1765,0,0
9,1.0,0,1,0,1.463,0,0
14,0.9299,3,0,0,0.788,0,0
18,0.818,7,0,2,2.437,1,1
13,1.0,3,1,0,1.79,0,0
14,1.0,3,1,0,0.647,0,0
16,0.9398,3,1,1,0.909,0,0
23,0.9375,4,0,2,4.483,1,1
12,0.8333,3,1,0,0.984,0,0
19,0.8225,8,0,4,1.396,1,1
14,1.0,0,0,0,0.976,0,0
10,0.871,0,1,1,1.381,0,0
13,0.8277,0,1,0,1.428,0,0
11,0.8277,0,1,0,0.852,0,0
9,1.0,0,1,0,0.884,1,0
20,0.8945,5,1,0,0.568,0,0
20,0.925,5,1,0,1.6407,0,0
16,0.8949,8,0,2,3.407,1,1
17,0.9398,5,0,6,3.18,1,1
12,1.0,0,1,0,1.101,0,0
12,0.871,0,1,0,0.744,0,0
14,1.0,3,1,1,1.263,0,0
21,0.8976,4,0,3,0.814,0,1
26,0.842,5,1,0,0.548,1,0
21,0.843,4,0,2,4.79,1,1
13,1.0,3,1,0,0.988,0,0
23,0.8834,8,0,2,1.358,1,1
18,0.8225,8,0,1,10.631,1,1
35,0.8366,4,0,13,7.8169,1,1
19,0.9625,1,0,3,0.74,1,1
22,0.925,8,0,1,4.409,1,1
20,0.8949,8,0,2,8.179,1,1
17,0.8796,3,1,0,2.277,1,0
16,0.9398,3,1,0,1.425,0,0
12,1.0,3,0,0,1.764,0,0
24,0.9375,4,0,5,4.44,0,1
19,0.925,5,0,4,2.424,1,1
14,0.9398,3,1,0,0.866,0,0
17,0.7699,8,0,4,6.288,1,1
16,0.8949,8,1,5,2.14,1,1
22,0.9688,5,1,0,1.083,0,0
24,0.9659,3,0,1,4.98,1,1
11,1.0,1,1,0,1.028,0,0
9,0.8277,0,1,0,1.558,0,0
18,0.8733,5,1,0,2.1171,0,0
21,0.9398,3,1,0,1.298,1,0
9,1.0,0,0,0,1.281,0,0
19,1.0,5,1,0,0.778,0,0
23,0.9375,5,0,5,10.113,1,1
16,0.8949,8,0,1,3.153,1,1
18,0.8733,5,1,0,1.053,0,0
16,0.8225,8,0,5,2.181,1,1
20,0.875,8,0,4,2.363,1,1
12,1.0,3,1,0,1.157,0,0
17,0.8796,3,0,0,1.166,1,0
10,1.0,0,0,0,2.014,0,0
18,0.9474,8,0,3,2.156,1,1
20,0.7699,8,0,1,2.129,1,1
20,1.0,3,1,0,1.552,0,0
16,0.8598,3,1,0,0.506,0,0
11,1.0,0,1,0,0.914,0,0
12,1.0,3,1,1,0.789,0,0
13,0.9299,3,1,0,1.618,0,0
16,0.8949,8,0,1,3.331,1,1
25,0.9467,2,0,6,2.899,1,1
27,0.9201,3,1,4,7.37,1,1
23,0.8668,9,0,2,3.342,1,1
20,0.925,5,0,0,0.671,1,0
18,0.8423,8,0,1,3.286,1,1
17,0.9299,3,0,0,1.283,0,0
20,0.7174,3,0,2,1.822,1,1
17,0.8423,8,0,2,5.363,1,1
16,0.7699,8,0,3,8.476,1,1
12,0.871,0,1,0,1.319,0,0
35,0.842,1,0,50,10.07,1,1
14,0.8796,3,1,0,1.349,0,0
24,0.8849,5,1,0,0.941,0,0
13,0.8598,3,1,0,1.05,0,0
16,0.8225,8,0,1,1.711,1,1
10,0.871,0,1,0,1.792,0,0
17,1.0,3,1,0,1.057,0,0
13,1.0,2,1,0,1.143,0,0
13,0.9299,3,1,1,2.166,0,0
19,0.8423,8,0,3,2.138,0,1
13,0.9299,3,1,0,0.973,1,0
12,1.0,0,0,0,0.684,0,0
9,0.8277,0,0,0,0.59,0,0
14,0.8982,0,0,0,0.502,0,0
14,1.0,3,1,0,0.916,0,0
19,0.8949,8,0,5,2.636,0,1
13,1.0,0,1,0,1.28,0,0
19,0.9535,3,0,3,4.095,1,1
37,0.8029,1,0,27,3.536,1,1
11,1.0,3,1,0,0.853,0,0
25,0.8667,5,1,0,1.363,0,0
12,1.0,3,0,1,0.679,0,0
19,0.9625,7,1,2,6.264,1,1
9,1.0,0,1,0,0.674,0,0
33,0.8224,4,0,53,19.0618,1,1
22,0.9137,5,0,3,5.218,1,1
11,0.8982,3,0,0,1.467,0,0
16,1.0,0,1,0,0.599,0,0
18,0.8949,8,0,6,1.715,1,1
22,0.8849,6,0,1,2.944,1,1
17,0.8796,6,1,6,2.435,1,1
11,1.0,0,1,0,1.383,0,0
17,1.0,3,1,0,1.073,0,0
10,0.8277,0,0,0,1.207,0,0
16,0.8949,5,1,4,4.656,0,1
20,0.6949,8,0,4,4.286,1,1
12,0.8982,0,1,0,0.819,0,0
12,0.9167,3,0,0,1.059,0,0
23,0.9201,6,0,2,9.258,1,1
33,0.8527,3,0,54,20.3898,1,1
12,0.9167,3,1,0,0.628,0,0
23,0.8164,5,1,0,1.9365,0,0
10,0.871,0,0,0,1.185,1,0
8,1.0,0,1,0,1.293,1,0
18,0.8423,8,1,5,12.956,1,1
18,0.8225,8,0,2,1.107,1,1
17,0.9535,3,0,4,0.533,1,1
22,0.8632,5,1,0,0.969,0,0
11,1.0,3,1,0,0.518,1,0
9,0.8277,0,1,0,1.402,0,0
13,0.8982,0,1,0,0.409,0,0
17,0.871,0,1,0,0.69,0,0
22,0.8164,4,0,0,8.242,1,1
12,0.871,0,1,0,1.213,1,0
20,0.8632,5,0,0,0.859,1,0
17,0.8423,8,0,1,9.384,1,1
18,0.9474,8,0,4,2.533,1,1
9,1.0,0,1,0,0.753,0,0
16,0.875,8,0,2,2.667,1,1
25,0.8301,3,1,0,1.0205,0,0
13,1.0,3,1,0,0.47,0,0
15,0.9398,1,0,2,4.336,1,1
9,0.8277,0,1,0,1.633,0,0
11,1.0,0,1,0,1.722,1,0
19,0.8596,0,0,2,1.867,0,1
12,0.8333,3,1,0,1.145,0,0
16,0.9474,8,0,4,0.917,0,1
23,0.9688,4,0,0,13.368,1,1
20,0.9625,5,1,0,1.3373,0,0
17,0.9474,3,0,1,6.123,1,1
12,0.9167,3,1,0,1.78,0,0
16,1.0,4,0,1,4.071,1,1
13,1.0,0,0,0,1.332,0,0
15,0.8982,0,1,0,0.52,1,0
14,1.0,3,0,0,0.889,0,0
22,0.9375,5,1,0,1.169,0,0
10,1.0,0,1,0,1.273,0,0
18,0.8423,8,1,2,4.538,0,1
13,1.0,0,0,0,1.367,0,0
13,1.0,3,1,0,1.418,0,0
16,1.0,0,0,0,1.413,0,0
15,1.0,3,1,1,0.807,1,0
12,0.9167,3,1,0,1.837,0,0
18,0.9625,5,1,0,1.053,0,0
13,1.0,0,0,0,0.745,0,0
10,0.871,0,1,0,1.118,1,0
16,0.9474,8,1,2,3.585,1,1
21,0.9398,3,1,0,1.407,1,0
20,1.0,3,0,0,0.527,0,0
17,0.8598,3,0,0,0.553,0,0
14,0.9299,3,0,0,1.513,0,0
17,1.0,3,1,0,1.443,0,0
16,0.8949,8,0,0,5.098,0,1
17,0.907,2,0,2,0.967,1,1
22,0.8945,5,1,6,6.805,1,1
13,1.0,3,1,0,1.173,0,0
10,1.0,0,0,0,1.236,1,0
16,0.9474,8,0,0,6.805,0,1
16,0.7699,8,0,2,4.406,1,1
9,1.0,0,1,0,1.396,0,0
22,0.7659,2,0,5,4.762,1,1
22,0.8849,5,0,3,5.711,1,1
11,0.8982,0,0,0,0.782,1,0
12,1.0,3,0,0,0.769,0,0
13,1.0,0,0,0,1.131,0,0
17,0.9474,8,0,2,2.683,1,1
11,1.0,0,1,0,1.088,0,0
15,1.0,3,0,0,1.123,1,0
8,1.0,0,0,0,1.392,0,0
12,1.0,3,1,0,0.895,0,0
22,0.9317,6,1,0,8.578,1,1
17,1.0,3,1,1,3.837,1,1
31,0.848,1,0,40,5.56,1,1
12,1.0,0,1,0,0.994,0,0
11,1.0,0,0,0,0.968,0,0
36,0.7775,3,0,9,21.9021,1,1
18,0.9584,2,0,1,5.78,1,1
19,0.9584,4,0,4,3.033,1,1
13,0.8982,0,1,0,1.839,0,0
16,1.0,0,1,0,2.524,1,0
12,0.9167,3,1,0,0.549,0,0
17,0.871,0,1,0,0.893,0,0
13,1.0,0,1,0,1.057,1,0
19,0.9167,3,1,0,0.522,1,0
16,0.8949,8,0,4,3.697,1,1
23,0.7985,5,1,0,0.555,1,0
17,0.9535,3,0,2,3.953,1,1
10,1.0,0,1,0,1.384,0,0
16,0.8225,8,0,1,6.559,1,1
12,1.0,3,1,0,1.081,0,0
20,0.8632,5,1,0,0.6606,0,0
20,0.8733,5,1,0,1.4826,0,0
12,1.0,0,1,0,2.012,0,0
13,1.0,0,1,0,0.674,0,0
9,1.0,0,1,0,0.456,0,0
14,0.9167,3,1,0,0.999,1,0
10,0.871,0,1,0,1.011,0,0
19,0.7898,8,0,1,4.655,1,1
21,0.9062,4,0,5,2.911,1,1
22,0.9375,5,1,0,0.2231,0,0
16,0.8949,8,0,4,4.005,1,1
24,0.8452,2,0,2,3.171,1,1
19,0.925,1,0,5,6.809,1,1
9,0.8277,0,1,1,1.806,0,0
9,1.0,0,1,0,0.756,0,0
23,0.8202,7,0,1,1.436,1,1
12,0.9167,3,1,0,1.66,0,0
10,1.0,0,1,0,1.613,0,0
9,1.0,0,0,0,1.467,0,0
10,0.871,0,1,0,1.603,1,0
10,1.0,1,1,0,1.542,0,0
11,1.0,0,0,1,0.601,0,0
13,1.0,0,1,0,1.61,0,0
16,1.0,3,1,0,0.866,1,0
22,0.8632,5,1,0,1.298,0,0
15,0.9299,3,1,0,1.456,0,0
11,1.0,0,1,0,1.205,0,0
19,0.9474,8,0,1,2.382,1,1
12,0.9167,3,1,0,2.25,1,0
24,0.8976,1,0,1,3.359,1,1
18,0.9584,1,0,3,3.996,1,1
11,1.0,0,1,0,1.232,0,0
17,0.8225,8,0,2,2.369,1,1
20,0.8949,8,0,3,3.477,1,1
10,0.871,0,1,0,0.544,0,0
12,0.871,0,1,1,1.954,0,0
17,0.8949,8,0,2,9.717,1,1
18,0.8949,8,0,4,2.445,1,1
11,0.8277,0,1,0,0.741,0,0
11,0.8982,0,1,0,1.614,1,0
16,0.8225,8,0,3,8.293,1,1
26,0.8934,5,0,3,5.851,1,1
11,0.8982,0,1,0,0.423,0,0
20,0.8949,8,1,5,4.153,1,1
11,1.0,3,1,0,0.849,0,0
9,1.0,0,1,0,1.102,1,0
15,0.9299,3,0,0,0.823,1,0
10,1.0,0,0,0,0.828,0,0
13,1.0,3,0,0,0.913,0,0
22,0.9424,1,0,4,5.294,1,1
27,0.9201,6,1,2,1.735,1,1
11,1.0,0,1,0,1.058,0,0
15,1.0,0,1,0,1.189,1,0
19,0.925,4,0,2,5.703,1,1
9,1.0,0,1,0,1.644,0,0
18,0.8949,8,0,3,2.813,1,1
15,0.9167,3,1,0,1.164,1,0
16,0.8796,3,1,0,0.888,0,0
14,1.0,3,1,0,0.624,0,0
19,0.9168,2,0,3,1.066,1,1
18,0.8949,2,0,2,17.076,1,1
13,0.8982,0,0,0,0.814,1,0
16,0.8949,8,0,1,3.08,1,1
16,0.8949,8,0,2,5.556,1,1
15,1.0,3,0,0,0.982,0,0
35,0.8079,2,1,28,6.536,1,1
18,0.758,3,1,0,1.005,0,0
11,0.8277,0,1,0,1.574,0,0
10,1.0,0,1,0,1.735,0,0
16,0.9398,3,1,0,1.12,0,0
12,0.8333,3,1,0,1.289,0,0
22,0.9584,2,0,4,6.536,1,1
9,1.0,0,1,0,0.902,0,0
11,1.0,2,1,0,2.823,0,0
14,0.9299,3,1,0,2.077,0,0
14,1.0,3,1,0,0.855,0,0
8,1.0,0,0,1,1.321,0,0
11,1.0,0,1,0,1.196,1,0
22,0.9375,5,0,0,1.068,0,0
13,0.8277,0,1,0,1.63,0,0
16,1.0,3,1,0,0.681,1,0
20,0.8949,8,0,2,6.438,1,1
22,0.9137,6,0,2,11.227,1,1
20,0.9659,5,0,0,4.1,1,1
22,0.9316,6,1,2,4.728,1,1
16,0.8949,8,1,0,3.467,1,1
16,1.0,0,1,0,1.086,0,0
15,0.9299,3,1,0,0.783,0,0
17,0.8949,8,0,2,5.392,1,1
9,1.0,0,1,0,1.503,0,0
13,1.0,0,0,0,0.433,0,0
19,0.8949,8,0,0,5.002,1,1
16,0.8949,8,0,1,14.143,1,1
11,1.0,3,1,0,0.876,1,0
15,1.0,3,1,0,0.973,0,0
19,0.8753,5,0,4,3.607,1,1
12,1.0,3,1,0,1.158,0,0
13,1.0,0,1,0,0.677,0,0
16,0.8949,8,0,5,6.501,1,1
16,0.8225,8,1,3,1.779,0,1
15,1.0,3,0,1,0.903,0,0
18,0.8949,8,1,2,1.25,1,1
37,0.829,5,0,56,20.2292,1,1
19,1.0,3,1,0,1.359,0,0
20,0.8598,3,0,0,0.676,0,0
16,0.8225,8,0,1,1.591,1,1
14,0.9167,3,0,0,0.532,0,0
18,0.9535,4,0,6,2.582,1,1
19,0.8949,8,0,6,13.368,1,1
20,0.8423,8,1,1,2.833,1,1
16,0.8225,8,0,2,11.714,1,1
20,0.8423,8,1,3,11.282,1,1
18,0.8423,8,0,3,2.404,1,1
25,0.842,5,1,0,1.0817,0,0
20,0.8225,8,0,2,10.454,0,1
11,1.0,2,1,1,0.795,0,0
12,0.871,0,1,0,1.416,1,0
22,0.9625,3,0,0,3.016,1,1
14,1.0,3,0,0,0.561,0,0
16,0.9398,3,1,0,1.021,0,0
10,0.871,0,0,0,0.716,0,0
11,1.0,0,1,0,1.182,0,0
11,1.0,0,0,0,1.503,0,0
16,0.8423,8,0,3,3.47,1,1
24,0.8849,5,1,0,1.8081,0,0
21,0.8976,3,1,0,1.224,1,0
20,0.8949,8,0,4,20.588,1,1
14,0.871,0,0,0,1.313,0,0
11,1.0,0,1,0,0.925,0,0
10,0.871,0,1,0,1.38,0,0
19,0.9474,4,0,3,3.457,0,1
9,0.8277,0,1,0,0.843,0,0
14,1.0,3,0,0,1.021,1,0
12,0.9167,3,1,0,1.621,1,0
20,0.9299,3,1,0,1.226,0,0
13,1.0,3,1,0,1.206,0,0
19,0.9535,5,0,6,11.752,0,1
9,0.8277,0,1,0,1.627,0,0
14,0.9167,3,1,0,0.644,0,0
20,0.8949,8,1,3,5.422,1,1
16,0.8949,1,1,3,4.663,1,1
19,0.9625,4,0,4,6.388,1,1
9,1.0,0,1,0,0.802,0,0
12,1.0,0,1,0,0.428,0,0
23,0.8452,5,1,0,0.1907,0,0
18,0.9398,3,1,0,0.981,1,0
13,0.8982,0,1,1,0.83,0,0
19,0.8949,8,0,1,2.204,0,1
16,0.8949,8,1,3,1.31,1,1
19,0.9474,2,1,1,4.015,1,1
20,0.8949,8,0,1,11.274,1,1
12,0.871,0,1,0,2.763,1,0
23,0.8849,5,1,0,1.8753,0,0
11,0.8277,0,1,1,2.534,0,0
10,1.0,2,1,0,1.005,0,0
23,0.8667,5,1,0,0.842,0,0
17,0.9535,2,1,4,3.532,1,1
17,0.9474,8,0,3,1.272,1,1
19,0.7699,8,0,3,6.635,1,1
12,0.9167,2,0,0,1.001,1,0
13,0.8277,0,1,0,1.209,0,0
26,0.842,5,1,0,0.585,0,0
19,0.8225,8,0,4,3.075,1,1
10,0.871,0,0,0,0.738,0,0
16,1.0,0,1,0,1.456,0,0
9,1.0,0,1,0,0.959,1,0
13,0.8982,0,1,0,1.113,0,0
12,1.0,0,0,0,0.473,0,0
17,0.8949,8,0,1,2.389,1,1
13,1.0,2,1,0,1.603,0,0
16,1.0,1,0,3,3.341,1,1
14,1.0,3,0,0,1.174,0,0
15,1.0,3,1,1,0.973,0,0
23,0.9467,10,0,1,4.58,1,1
16,0.8423,8,0,2,10.966,1,1
19,0.8949,8,0,5,5.05,1,1
16,0.9398,3,0,0,0.714,0,0
24,0.875,2,1,1,3.697,1,1
18,0.8949,8,0,1,7.927,1,1
17,0.7372,8,0,2,4.293,1,1
20,0.8225,8,0,2,8.529,1,1
12,0.871,0,0,0,0.87,1,0
15,1.0,3,0,0,1.354,0,0
14,0.9167,3,1,0,0.836,0,0
21,0.8874,1,0,3,2.742,1,1
13,1.0,3,0,0,0.868,0,0
22,0.9375,5,1,0,0.1645,0,0
12,1.0,0,1,0,1.142,0,0
9,1.0,0,1,1,1.937,1,0
22,0.9659,5,0,2,2.554,1,1
22,0.8945,5,1,0,1.132,0,0
