domain_length,digit_count,hyphen_count,known_brand_similarity,tld_risk_score,label
13,1,1,0.3269,0.1,0
12,1,0,0.3265,0.1,0
10,2,1,0.3222,0.1,0
14,2,1,0.264,0.15,0
5,2,1,0.2011,0.15,0
10,2,1,0.2445,0.15,0
17,4,3,0.8678,0.9,1
11,2,0,0.2725,0.1,0
36,11,4,0.9388,0.85,1
16,7,1,0.8658,0.8,1
11,1,1,0.0347,0.15,0
13,2,1,0.3041,0.1,0
17,8,2,0.6775,0.85,1
25,7,4,0.5248,0.85,1
38,3,5,0.6347,0.85,1
18,5,4,0.8401,0.8,1
7,0,0,0.0763,0.1,0
8,1,1,0.1291,0.1,0
34,8,5,0.6942,0.85,1
40,11,4,0.7578,0.85,1
33,8,1,0.6776,0.9,1
9,0,1,0.2827,0.15,0
5,0,0,0.2648,0.15,0
10,0,0,0.1275,0.1,0
9,2,1,0.2029,0.15,0
11,0,0,0.1345,0.1,0
34,4,5,0.6862,0.9,1
12,0,0,0.3718,0.1,0
13,1,1,0.3637,0.1,0
6,1,0,0.1355,0.15,0
6,2,0,0.3961,0.1,0
11,0,0,0.0249,0.1,0
5,0,1,0.1783,0.15,0
18,4,4,0.5247,0.9,1
16,3,3,0.743,0.8,1
7,0,1,0.2,0.1,0
9,2,1,0.1409,0.15,0
11,1,0,0.1702,0.1,0
29,4,3,0.6458,0.9,1
12,0,1,0.1393,0.1,0
13,1,0,0.3849,0.1,0
14,0,1,0.0149,0.15,0
15,1,0,0.0347,0.1,0
28,12,5,0.7512,0.85,1
31,9,4,0.8126,0.85,1
13,0,1,0.2596,0.1,0
10,0,1,0.0871,0.1,0
33,12,3,0.5448,0.85,1
27,8,3,0.7799,0.85,1
5,1,0,0.3869,0.15,0
26,0,2,0.3226,0.2,1
7,1,1,0.3777,0.1,0
11,0,1,0.0753,0.1,0
18,12,5,0.8327,0.85,1
24,11,4,0.9239,0.9,1
27,9,3,0.8471,0.9,1
10,0,1,0.3093,0.15,0
14,1,0,0.2818,0.1,0
15,2,1,0.1907,0.1,0
31,10,1,0.745,0.9,1
36,7,3,0.5023,0.9,1
29,8,1,0.6469,0.9,1
29,3,4,0.5987,0.85,1
15,1,0,0.0505,0.1,0
18,4,4,0.7677,0.9,1
9,2,1,0.2668,0.1,0
15,1,1,0.2954,0.1,0
8,2,0,0.3958,0.15,0
13,2,1,0.2246,0.15,0
11,2,1,0.0211,0.15,0
23,11,1,0.773,0.85,1
12,2,1,0.1676,0.15,0
12,2,0,0.1725,0.15,0
35,9,2,0.8682,0.85,1
24,11,4,0.7552,0.85,1
12,1,1,0.3914,0.1,0
32,5,3,0.5119,0.9,1
22,3,4,0.8847,0.85,1
11,0,1,0.5333,0.9,1
10,0,1,0.3437,0.1,0
8,1,1,0.1181,0.1,0
10,1,0,0.1652,0.1,0
21,12,1,0.6497,0.85,1
13,2,0,0.0643,0.15,0
28,10,1,0.7705,0.85,1
27,3,4,0.6973,0.9,1
25,11,5,0.5883,0.85,1
13,0,1,0.1653,0.1,0
15,0,0,0.1767,0.1,0
22,7,2,0.8104,0.9,1
5,0,1,0.1595,0.1,0
10,2,1,0.3879,0.15,0
22,11,4,0.7014,0.8,1
15,0,0,0.1366,0.15,0
37,9,1,0.8705,0.85,1
12,2,1,0.3077,0.15,0
12,0,1,0.2236,0.1,0
22,7,4,0.9441,0.85,1
12,2,0,0.1463,0.1,0
14,0,0,0.0505,0.15,0
11,2,1,0.1955,0.1,0
19,12,1,0.5478,0.9,1
7,2,0,0.0263,0.1,0
31,10,2,0.8767,0.9,1
20,9,1,0.7395,0.8,1
17,3,4,0.544,0.85,1
25,12,4,0.8408,0.8,1
29,11,1,0.8596,0.9,1
16,10,3,0.945,0.8,1
6,1,0,0.1864,0.15,0
40,6,2,0.7396,0.85,1
26,4,1,0.9386,0.85,1
27,12,1,0.7124,0.9,1
10,0,0,0.2881,0.1,0
9,0,1,0.1098,0.15,0
8,0,1,0.3376,0.1,0
37,10,4,0.5677,0.8,1
9,0,1,0.1748,0.1,0
31,4,2,0.5919,0.8,1
10,1,1,0.2846,0.1,0
9,2,0,0.3788,0.1,0
36,7,2,0.5774,0.9,1
27,10,5,0.8764,0.9,1
7,1,0,0.3298,0.15,0
5,1,1,0.0307,0.1,0
7,1,1,0.1895,0.1,0
10,1,1,0.1377,0.1,0
18,10,3,0.9213,0.8,1
39,11,5,0.9013,0.85,1
9,2,1,0.3857,0.15,0
5,2,1,0.0956,0.15,0
8,1,1,0.2473,0.15,0
11,1,0,0.389,0.1,0
27,4,1,0.5773,0.8,1
32,5,5,0.5251,0.85,1
13,1,1,0.0566,0.15,0
39,9,1,0.5867,0.85,1
22,9,5,0.774,0.85,1
5,1,1,0.0524,0.1,0
26,0,2,0.4242,0.5,1
11,2,0,0.1992,0.15,0
5,1,0,0.1703,0.1,0
8,1,1,0.3384,0.1,0
19,10,4,0.6246,0.9,1
21,4,5,0.7652,0.8,1
32,11,1,0.6177,0.85,1
38,4,3,0.8616,0.9,1
31,3,2,0.7235,0.85,1
15,1,0,0.1872,0.15,0
6,0,0,0.113,0.1,0
40,7,5,0.7416,0.9,1
33,11,5,0.7836,0.8,1
37,7,1,0.5488,0.85,1
23,6,1,0.5874,0.85,1
11,0,1,0.3508,0.1,0
28,10,2,0.6137,0.85,1
32,10,2,0.8465,0.85,1
7,0,1,0.3378,0.1,0
10,2,0,0.279,0.15,0
38,5,4,0.7767,0.8,1
4,0,0,1.0,0.1,0
15,2,0,0.0478,0.15,0
17,3,5,0.6127,0.85,1
40,3,4,0.5412,0.9,1
11,1,0,0.2165,0.1,0
37,6,4,0.7953,0.85,1
13,1,1,0.2386,0.15,0
19,3,3,0.8598,0.85,1
28,7,3,0.9477,0.9,1
15,0,0,0.3887,0.1,0
14,2,0,0.2211,0.1,0
40,7,3,0.5485,0.9,1
40,5,1,0.7239,0.85,1
13,2,0,0.0592,0.1,0
7,0,0,0.9231,0.9,1
27,8,4,0.8292,0.85,1
19,12,1,0.6167,0.8,1
9,1,0,0.0718,0.1,0
6,0,0,0.1104,0.15,0
14,0,1,0.4444,0.2,1
14,1,0,0.2091,0.1,0
37,11,5,0.9048,0.8,1
12,1,0,0.3168,0.15,0
18,10,1,0.9037,0.85,1
10,2,0,0.1276,0.1,0
28,10,5,0.5486,0.8,1
15,0,1,0.2857,0.5,1
16,7,1,0.6501,0.85,1
31,6,1,0.5998,0.8,1
15,2,0,0.1635,0.1,0
27,10,2,0.9265,0.85,1
12,0,1,0.1664,0.1,0
8,0,1,0.2832,0.15,0
10,1,0,0.1966,0.1,0
5,0,0,0.8889,0.9,1
22,6,5,0.9322,0.85,1
33,7,5,0.7903,0.85,1
25,8,4,0.5152,0.9,1
18,5,4,0.5029,0.8,1
39,4,5,0.8449,0.85,1
36,10,5,0.8469,0.8,1
15,1,1,0.1298,0.15,0
6,1,0,0.1019,0.15,0
15,2,0,0.1935,0.15,0
17,6,4,0.6518,0.8,1
18,10,1,0.6561,0.9,1
15,1,0,0.0146,0.15,0
12,1,0,0.3967,0.1,0
14,0,0,0.0631,0.15,0
7,2,0,0.3338,0.15,0
15,1,1,0.0525,0.1,0
9,1,1,0.1068,0.1,0
7,2,0,0.1671,0.1,0
11,1,1,0.1657,0.1,0
34,7,4,0.9125,0.85,1
8,0,0,0.9333,0.85,1
20,5,1,0.7731,0.9,1
29,11,1,0.7355,0.85,1
17,3,5,0.8938,0.9,1
35,11,1,0.7523,0.9,1
13,2,0,0.3014,0.1,0
18,0,2,0.56,0.85,1
16,9,3,0.7906,0.9,1
25,10,5,0.6302,0.9,1
8,0,1,0.1152,0.1,0
8,0,0,0.114,0.1,0
18,4,4,0.6812,0.9,1
16,10,4,0.8737,0.8,1
5,2,0,0.2202,0.1,0
34,10,5,0.6678,0.8,1
30,8,2,0.8653,0.8,1
17,5,5,0.5346,0.85,1
22,11,3,0.7789,0.9,1
12,1,1,0.0708,0.15,0
21,8,4,0.8296,0.85,1
32,7,4,0.5301,0.9,1
9,0,0,0.5,0.9,1
15,0,1,0.3164,0.1,0
14,0,1,0.1466,0.15,0
35,11,2,0.6839,0.85,1
5,0,0,0.0143,0.1,0
18,0,1,0.4348,0.2,1
6,0,1,0.1443,0.1,0
13,1,0,0.2214,0.1,0
15,0,0,0.3448,0.15,0
7,2,1,0.0084,0.1,0
15,11,4,0.6422,0.85,1
22,9,3,0.7125,0.8,1
35,5,4,0.6646,0.8,1
12,1,0,0.3288,0.1,0
14,1,1,0.2761,0.1,0
10,1,0,0.2031,0.15,0
14,0,1,0.335,0.1,0
5,2,1,0.3391,0.1,0
31,4,4,0.6205,0.9,1
6,2,1,0.1505,0.1,0
20,7,2,0.7179,0.85,1
15,1,0,0.2415,0.1,0
27,5,2,0.6659,0.85,1
10,1,0,0.1544,0.15,0
31,10,3,0.8134,0.8,1
14,0,0,0.1615,0.15,0
8,2,0,0.3112,0.15,0
40,6,4,0.5814,0.85,1
5,2,0,0.2863,0.1,0
7,2,1,0.1526,0.15,0
12,0,0,0.2265,0.15,0
8,2,1,0.0288,0.15,0
9,0,0,0.0192,0.1,0
30,6,2,0.5647,0.85,1
13,1,0,0.3315,0.15,0
32,12,2,0.9081,0.8,1
35,6,2,0.7099,0.9,1
7,0,0,0.3816,0.1,0
13,0,0,0.0095,0.1,0
18,11,1,0.6066,0.85,1
25,11,4,0.7137,0.9,1
28,10,3,0.8517,0.9,1
5,2,1,0.0147,0.1,0
14,2,1,0.1143,0.1,0
12,0,1,0.3488,0.15,0
25,11,2,0.7968,0.8,1
28,4,5,0.602,0.9,1
10,2,0,0.0952,0.1,0
9,1,0,0.1968,0.15,0
33,6,5,0.9258,0.85,1
12,1,0,0.1456,0.1,0
25,10,5,0.8652,0.85,1
21,10,4,0.8617,0.85,1
18,4,4,0.6038,0.85,1
24,12,4,0.5229,0.9,1
23,3,3,0.7092,0.8,1
11,1,1,0.0487,0.15,0
16,12,2,0.9277,0.85,1
21,10,1,0.648,0.8,1
7,1,1,0.3552,0.1,0
20,11,3,0.8251,0.8,1
8,1,0,0.0392,0.1,0
6,1,1,0.1855,0.1,0
10,0,1,0.1971,0.15,0
37,12,4,0.8835,0.9,1
26,8,3,0.8676,0.85,1
15,5,3,0.6871,0.8,1
39,7,5,0.8348,0.9,1
29,6,4,0.5984,0.8,1
9,0,0,0.2717,0.1,0
39,5,3,0.6899,0.9,1
11,1,0,0.041,0.1,0
39,3,3,0.6248,0.85,1
40,10,5,0.6854,0.9,1
32,8,4,0.5131,0.9,1
9,1,1,0.0173,0.15,0
8,0,0,0.2707,0.15,0
28,9,3,0.8871,0.85,1
10,2,0,0.1764,0.1,0
12,0,1,0.2212,0.1,0
10,0,0,0.1114,0.1,0
14,2,0,0.2644,0.1,0
39,11,1,0.6894,0.85,1
24,10,5,0.9096,0.85,1
9,2,1,0.3461,0.1,0
16,10,5,0.5761,0.85,1
11,1,1,0.1595,0.15,0
15,5,2,0.6883,0.9,1
40,6,1,0.7669,0.85,1
26,6,3,0.8003,0.85,1
31,3,4,0.6434,0.9,1
39,7,3,0.6659,0.8,1
5,1,1,0.1604,0.15,0
27,9,5,0.5553,0.8,1
31,9,5,0.9471,0.9,1
10,0,1,0.0186,0.15,0
6,2,0,0.3568,0.15,0
12,1,1,0.3079,0.1,0
9,0,0,0.1503,0.15,0
39,11,1,0.5488,0.8,1
11,0,1,0.0515,0.15,0
15,8,1,0.9363,0.85,1
33,4,3,0.5096,0.85,1
27,11,2,0.6083,0.85,1
20,6,5,0.8211,0.9,1
5,0,0,0.0603,0.1,0
13,0,1,0.0163,0.1,0
14,1,0,0.2919,0.15,0
12,1,1,0.22,0.1,0
8,0,0,0.2684,0.15,0
36,8,1,0.6304,0.85,1
33,12,1,0.8615,0.85,1
20,9,3,0.5614,0.9,1
13,1,1,0.381,0.15,0
8,0,1,0.2642,0.15,0
11,0,0,0.3831,0.1,0
6,1,1,0.3112,0.15,0
18,4,2,0.5953,0.9,1
8,2,1,0.1647,0.1,0
7,2,1,0.1746,0.1,0
29,5,3,0.5329,0.85,1
9,1,0,0.2091,0.1,0
15,0,1,0.3368,0.15,0
32,5,1,0.6222,0.8,1
11,1,1,0.2385,0.1,0
9,2,1,0.195,0.1,0
19,6,5,0.8754,0.85,1
5,2,0,0.009,0.1,0
14,2,0,0.0276,0.1,0
13,1,1,0.0322,0.1,0
25,3,4,0.7284,0.8,1
12,0,0,0.3776,0.1,0
36,10,1,0.725,0.85,1
14,0,0,0.3669,0.15,0
17,11,2,0.6162,0.8,1
33,5,1,0.7353,0.9,1
31,4,5,0.5872,0.9,1
33,11,1,0.5089,0.8,1
6,2,0,0.0206,0.1,0
26,3,3,0.9051,0.9,1
14,2,0,0.0515,0.1,0
5,0,0,0.3135,0.1,0
15,2,1,0.0251,0.1,0
31,7,4,0.9273,0.85,1
34,12,1,0.5024,0.8,1
13,1,1,0.293,0.1,0
37,3,5,0.86,0.8,1
14,0,0,0.2312,0.15,0
16,3,5,0.5984,0.85,1
15,0,0,0.1325,0.15,0
5,0,0,0.3268,0.15,0
33,6,4,0.6191,0.85,1
34,7,3,0.935,0.9,1
11,0,1,0.0771,0.15,0
11,1,0,0.1214,0.1,0
18,9,5,0.5909,0.85,1
26,11,3,0.5362,0.8,1
8,0,0,0.1862,0.1,0
36,4,2,0.9152,0.8,1
6,2,1,0.3264,0.15,0
7,0,0,0.2284,0.15,0
38,3,4,0.7806,0.9,1
7,0,1,0.3269,0.1,0
32,5,5,0.7357,0.85,1
6,1,0,0.063,0.1,0
25,9,4,0.5182,0.8,1
9,2,0,0.1436,0.1,0
21,9,3,0.6118,0.9,1
8,1,1,0.2655,0.15,0
32,7,1,0.9029,0.85,1
15,6,4,0.816,0.8,1
38,3,2,0.7356,0.85,1
17,9,3,0.8975,0.85,1
14,1,0,0.3301,0.1,0
10,1,1,0.0181,0.1,0
36,5,5,0.6684,0.9,1
6,1,1,0.1884,0.15,0
7,0,0,0.2559,0.15,0
30,9,4,0.9231,0.85,1
15,2,1,0.1677,0.15,0
9,2,1,0.2111,0.15,0
37,6,3,0.8606,0.85,1
35,3,4,0.852,0.85,1
15,2,0,0.2858,0.15,0
19,0,2,0.3077,0.2,1
13,1,0,0.1844,0.1,0
34,6,5,0.8023,0.85,1
8,1,1,0.3854,0.1,0
14,1,1,0.341,0.15,0
12,2,1,0.1276,0.1,0
7,0,0,0.3405,0.1,0
17,9,5,0.5361,0.85,1
11,2,0,0.1991,0.15,0
9,2,0,0.1724,0.1,0
29,12,2,0.8759,0.85,1
6,1,1,0.2566,0.1,0
13,1,1,0.3002,0.1,0
35,12,1,0.8398,0.85,1
28,10,5,0.6394,0.8,1
21,11,1,0.9271,0.85,1
14,1,1,0.1237,0.1,0
29,4,1,0.561,0.8,1
18,12,5,0.9208,0.85,1
9,0,0,0.3716,0.15,0
30,3,2,0.7167,0.8,1
28,12,3,0.6168,0.85,1
20,6,2,0.8587,0.85,1
35,11,4,0.8638,0.9,1
15,12,4,0.8771,0.8,1
37,4,1,0.5847,0.85,1
16,5,4,0.5209,0.8,1
12,0,1,0.5882,0.5,1
37,7,2,0.9482,0.9,1
15,2,0,0.2141,0.15,0
6,1,1,0.3512,0.1,0
10,2,0,0.3381,0.1,0
9,2,1,0.2068,0.1,0
8,1,1,0.397,0.15,0
32,6,4,0.6267,0.85,1
38,9,3,0.8132,0.85,1
26,8,4,0.9031,0.9,1
30,4,3,0.8293,0.85,1
30,6,4,0.8994,0.85,1
6,2,1,0.0127,0.1,0
15,0,0,0.372,0.15,0
28,7,5,0.6711,0.9,1
36,11,5,0.5335,0.85,1
14,2,0,0.3267,0.1,0
15,10,4,0.6503,0.8,1
11,1,0,0.2159,0.1,0
27,4,2,0.5982,0.85,1
27,5,4,0.5197,0.9,1
34,8,1,0.5848,0.8,1
13,2,1,0.3557,0.1,0
11,1,1,0.1973,0.15,0
13,2,1,0.0977,0.15,0
25,4,4,0.6803,0.85,1
28,11,4,0.7157,0.85,1
20,11,1,0.7234,0.9,1
15,2,0,0.2437,0.1,0
20,8,1,0.5502,0.85,1
5,1,1,0.2506,0.1,0
23,7,5,0.5539,0.8,1
15,2,1,0.1787,0.1,0
26,0,2,0.2667,0.9,1
22,6,5,0.7968,0.8,1
15,0,1,0.3923,0.1,0
10,1,0,0.1067,0.15,0
12,1,0,0.2007,0.1,0
30,5,2,0.7343,0.85,1
35,3,3,0.7014,0.9,1
15,2,1,0.3949,0.15,0
32,6,2,0.5529,0.85,1
14,1,0,0.3913,0.15,0
13,1,1,0.0771,0.1,0
26,3,4,0.8625,0.9,1
13,1,0,0.284,0.1,0
33,8,4,0.7632,0.9,1
6,1,0,0.0105,0.1,0
15,7,3,0.7964,0.9,1
19,7,2,0.9185,0.8,1
8,0,1,0.0408,0.1,0
7,0,1,0.3905,0.1,0
9,2,1,0.0246,0.1,0
7,0,1,0.0726,0.15,0
9,1,0,0.2804,0.15,0
12,0,1,0.1242,0.15,0
13,0,1,0.2934,0.15,0
13,0,1,0.2185,0.1,0
15,8,1,0.9032,0.85,1
24,6,4,0.5904,0.85,1
10,1,1,0.2242,0.15,0
33,9,2,0.6318,0.85,1
11,2,1,0.0573,0.15,0
9,2,0,0.3086,0.1,0
33,3,3,0.5278,0.9,1
13,2,0,0.2122,0.1,0
17,11,3,0.6271,0.9,1
40,9,4,0.8134,0.9,1
12,0,0,0.1651,0.15,0
31,10,1,0.7259,0.8,1
6,0,0,0.2598,0.15,0
39,10,4,0.8436,0.85,1
10,2,1,0.3292,0.15,0
38,9,2,0.518,0.85,1
12,0,0,0.0719,0.15,0
15,2,0,0.0607,0.15,0
30,11,5,0.6733,0.85,1
23,12,5,0.7258,0.85,1
29,12,4,0.5882,0.85,1
8,0,0,0.3411,0.1,0
8,0,1,0.3635,0.1,0
22,3,3,0.8849,0.85,1
10,2,0,0.0606,0.15,0
30,6,1,0.5776,0.85,1
26,4,4,0.7692,0.85,1
24,8,4,0.6434,0.9,1
17,0,2,0.5217,0.85,1
11,2,0,0.1217,0.1,0
10,0,1,0.3693,0.1,0
13,0,0,0.2518,0.1,0
5,0,0,0.2013,0.15,0
14,2,1,0.1624,0.1,0
34,4,5,0.8471,0.8,1
5,0,1,0.2361,0.15,0
38,8,4,0.7752,0.85,1
8,0,0,0.2072,0.1,0
5,0,1,0.2641,0.15,0
40,12,4,0.5506,0.8,1
14,2,1,0.1377,0.1,0
15,10,1,0.6663,0.85,1
16,12,4,0.6462,0.9,1
12,1,0,0.2927,0.1,0
7,2,1,0.381,0.1,0
18,0,2,0.3636,0.2,1
31,4,3,0.6894,0.85,1
10,1,0,0.3632,0.1,0
30,10,3,0.7419,0.85,1
17,7,5,0.6134,0.85,1
22,10,1,0.9481,0.85,1
10,1,1,0.071,0.1,0
14,0,0,0.3251,0.15,0
27,5,1,0.5581,0.8,1
11,0,1,0.3129,0.15,0
30,3,1,0.5584,0.85,1
15,2,0,0.0261,0.1,0
19,10,4,0.7122,0.8,1
6,2,0,0.1102,0.15,0
11,2,1,0.348,0.15,0
33,10,1,0.7218,0.8,1
14,0,0,0.2472,0.15,0
36,4,2,0.5031,0.85,1
6,0,0,0.1441,0.15,0
35,4,2,0.7085,0.8,1
33,6,2,0.5904,0.9,1
39,6,1,0.6658,0.9,1
28,5,4,0.7462,0.85,1
11,0,1,0.3534,0.15,0
26,3,1,0.661,0.85,1
8,1,1,0.0451,0.1,0
18,3,3,0.5969,0.9,1
11,2,0,0.2066,0.15,0
38,12,4,0.8327,0.85,1
36,3,4,0.7819,0.85,1
8,2,0,0.3634,0.1,0
14,2,0,0.345,0.1,0
36,4,1,0.7713,0.85,1
18,0,1,0.4348,0.9,1
22,6,5,0.836,0.9,1
16,7,2,0.6576,0.85,1
30,5,5,0.9268,0.8,1
10,1,1,0.2989,0.1,0
15,1,1,0.3582,0.1,0
27,7,2,0.5954,0.85,1
22,10,3,0.6499,0.85,1
28,8,4,0.5048,0.85,1
28,4,2,0.8457,0.85,1
33,11,2,0.5461,0.9,1
27,4,3,0.776,0.85,1
34,6,2,0.7562,0.8,1
7,2,0,0.1135,0.15,0
5,0,1,0.1482,0.1,0
28,6,3,0.7998,0.9,1
40,11,5,0.8916,0.85,1
36,5,1,0.7765,0.85,1
15,1,0,0.3795,0.1,0
28,3,2,0.8547,0.8,1
11,0,0,0.0823,0.15,0
33,7,3,0.781,0.8,1
17,4,1,0.5821,0.85,1
11,2,1,0.2415,0.1,0
12,0,0,0.2116,0.1,0
14,2,1,0.1851,0.15,0
16,7,4,0.8277,0.85,1
23,10,2,0.6023,0.9,1
15,0,1,0.1241,0.15,0
21,3,1,0.7423,0.8,1
17,8,5,0.6341,0.85,1
36,4,4,0.6322,0.9,1
26,7,2,0.9274,0.85,1
34,7,2,0.7872,0.9,1
6,0,0,0.2091,0.15,0
5,2,1,0.0614,0.1,0
38,8,5,0.5317,0.8,1
11,0,1,0.0337,0.15,0
12,2,1,0.2399,0.1,0
11,0,0,0.3207,0.1,0
32,3,5,0.5474,0.85,1
8,1,0,0.0191,0.1,0
16,0,1,0.72,0.2,1
40,12,1,0.8815,0.85,1
33,7,2,0.8892,0.8,1
5,1,1,0.0943,0.1,0
36,4,2,0.8135,0.85,1
15,1,0,0.1346,0.1,0
25,10,3,0.7721,0.9,1
26,9,4,0.898,0.85,1
7,2,1,0.074,0.1,0
13,2,1,0.0213,0.1,0
15,7,4,0.6719,0.85,1
6,1,0,0.247,0.15,0
18,4,1,0.7678,0.85,1
9,2,1,0.3613,0.15,0
36,11,5,0.7277,0.9,1
18,3,4,0.7228,0.8,1
39,12,1,0.8249,0.85,1
11,0,1,0.2841,0.1,0
31,3,4,0.6874,0.85,1
21,9,3,0.8454,0.8,1
14,0,0,0.0396,0.15,0
9,2,0,0.0295,0.1,0
15,2,1,0.1843,0.15,0
24,10,4,0.8279,0.9,1
7,1,0,0.0648,0.15,0
26,5,4,0.9382,0.8,1
8,1,0,0.2861,0.1,0
5,1,1,0.3955,0.15,0
29,9,3,0.7023,0.85,1
11,0,1,0.0028,0.15,0
30,10,3,0.5225,0.85,1
20,8,4,0.5755,0.9,1
15,1,1,0.2742,0.15,0
6,0,1,0.2586,0.1,0
9,1,0,0.1231,0.15,0
10,1,1,0.2014,0.1,0
10,2,1,0.1098,0.1,0
12,1,1,0.0751,0.1,0
15,1,0,0.0717,0.1,0
39,3,4,0.6386,0.8,1
29,8,4,0.6667,0.85,1
13,0,0,0.1586,0.1,0
13,1,1,0.133,0.15,0
34,11,2,0.7488,0.9,1
20,11,1,0.8631,0.85,1
19,11,4,0.7217,0.85,1
13,1,0,0.0067,0.15,0
13,1,0,0.0343,0.15,0
6,1,1,0.3557,0.1,0
7,0,1,0.3787,0.1,0
6,0,1,0.2753,0.15,0
34,12,3,0.603,0.85,1
5,2,0,0.1854,0.15,0
16,0,2,0.4762,0.5,1
15,12,1,0.9209,0.85,1
15,2,1,0.2022,0.1,0
40,11,3,0.7428,0.9,1
15,2,1,0.376,0.15,0
8,2,0,0.3529,0.1,0
12,2,0,0.1412,0.1,0
16,12,1,0.8696,0.9,1
27,11,2,0.8242,0.8,1
11,2,0,0.1302,0.15,0
21,11,4,0.6649,0.9,1
36,10,2,0.773,0.8,1
26,6,5,0.8783,0.85,1
32,5,4,0.8521,0.8,1
16,12,4,0.5192,0.85,1
11,0,1,0.241,0.1,0
20,11,5,0.5902,0.8,1
27,12,2,0.8908,0.9,1
11,2,0,0.2139,0.15,0
18,5,4,0.8511,0.85,1
15,1,1,0.1046,0.15,0
7,0,1,0.1331,0.1,0
6,1,0,0.3835,0.1,0
18,4,3,0.7573,0.85,1
34,3,4,0.5619,0.85,1
28,12,3,0.6507,0.85,1
21,6,1,0.8813,0.8,1
6,2,1,0.0457,0.15,0
5,1,1,0.0782,0.1,0
7,0,0,0.0287,0.1,0
28,6,2,0.715,0.85,1
35,9,1,0.8132,0.8,1
22,5,1,0.7116,0.9,1
12,0,1,0.5882,0.2,1
14,2,0,0.201,0.1,0
23,9,4,0.6376,0.85,1
15,3,2,0.6451,0.9,1
27,11,2,0.8283,0.8,1
36,4,3,0.7481,0.9,1
12,2,0,0.3013,0.1,0
40,8,3,0.5312,0.85,1
21,10,1,0.8782,0.9,1
31,6,1,0.6954,0.8,1
23,3,1,0.6678,0.8,1
21,5,1,0.8525,0.9,1
37,4,5,0.8967,0.9,1
9,0,0,0.2957,0.15,0
35,10,3,0.8151,0.85,1
22,12,2,0.7466,0.8,1
15,0,1,0.367,0.1,0
17,8,2,0.545,0.9,1
13,0,0,0.318,0.15,0
39,5,2,0.7513,0.85,1
16,3,3,0.5516,0.9,1
6,1,1,0.0657,0.1,0
19,4,1,0.9291,0.85,1
9,1,0,0.1762,0.1,0
32,6,1,0.7022,0.85,1
10,0,0,0.1906,0.1,0
22,5,3,0.8972,0.85,1
27,12,1,0.8336,0.9,1
16,6,3,0.6184,0.8,1
11,1,1,0.3411,0.1,0
22,12,4,0.5155,0.85,1
5,0,1,0.3441,0.1,0
37,10,3,0.8971,0.8,1
32,3,3,0.5625,0.9,1
34,6,4,0.7141,0.85,1
6,2,0,0.2029,0.1,0
10,1,1,0.1088,0.1,0
37,12,5,0.7128,0.85,1
35,8,2,0.5114,0.85,1
13,1,0,0.2753,0.1,0
38,6,2,0.9409,0.9,1
39,6,5,0.6412,0.85,1
22,6,1,0.7649,0.9,1
6,1,0,0.3041,0.15,0
29,4,1,0.7477,0.85,1
28,8,3,0.6301,0.85,1
29,10,2,0.5374,0.85,1
39,10,4,0.8316,0.85,1
26,12,3,0.7626,0.8,1
10,1,0,0.1713,0.1,0
8,2,0,0.208,0.15,0
8,0,1,0.1248,0.1,0
23,8,3,0.7153,0.9,1
10,1,0,0.392,0.15,0
39,6,2,0.8626,0.8,1
12,0,0,0.3165,0.1,0
6,0,1,0.2536,0.1,0
11,1,1,0.3478,0.15,0
7,1,1,0.1916,0.1,0
7,2,0,0.2991,0.1,0
33,10,4,0.9484,0.8,1
22,0,2,0.4828,0.9,1
24,9,2,0.6037,0.85,1
15,1,1,0.1808,0.15,0
29,11,4,0.8776,0.85,1
5,0,0,0.1887,0.15,0
19,7,5,0.6961,0.85,1
18,4,5,0.5757,0.9,1
10,1,1,0.2519,0.1,0
14,1,0,0.2385,0.1,0
30,4,1,0.5344,0.9,1
12,0,0,0.2311,0.15,0
23,11,5,0.8977,0.85,1
30,11,1,0.7548,0.9,1
37,6,2,0.8938,0.8,1
7,1,0,0.3584,0.15,0
31,8,4,0.9196,0.9,1
34,9,3,0.8758,0.8,1
9,0,0,0.3749,0.15,0
38,12,2,0.5264,0.8,1
12,0,1,0.2324,0.15,0
14,2,0,0.1918,0.1,0
5,2,1,0.3867,0.1,0
6,2,0,0.2013,0.1,0
20,7,1,0.835,0.85,1
17,6,2,0.5912,0.9,1
10,1,1,0.3029,0.15,0
28,0,2,0.4865,0.5,1
8,1,0,0.3924,0.1,0
25,7,5,0.7264,0.8,1
27,7,1,0.7821,0.8,1
15,6,1,0.8413,0.85,1
14,2,1,0.1066,0.15,0
13,0,1,0.1883,0.1,0
14,2,1,0.356,0.15,0
36,4,2,0.9089,0.8,1
35,6,5,0.7913,0.9,1
12,2,0,0.0979,0.1,0
38,5,3,0.6408,0.85,1
12,1,0,0.1324,0.1,0
22,0,2,0.4828,0.85,1
8,1,1,0.2299,0.15,0
40,7,3,0.6412,0.85,1
36,10,5,0.5172,0.85,1
17,0,1,0.4545,0.2,1
15,0,0,0.1457,0.1,0
19,5,2,0.7734,0.8,1
18,11,5,0.6582,0.9,1
34,4,4,0.643,0.85,1
37,7,1,0.9442,0.8,1
37,11,4,0.5438,0.85,1
14,0,0,0.1168,0.1,0
14,1,1,0.2712,0.15,0
36,7,5,0.666,0.85,1
